1000,20,89,1,1,1
1000,20,60,1,1,1
1000,20,74,1,1,1
1000,20,70,1,1,1
1000,20,79,1,1,1
1000,20,75,1,1,1
1000,20,82,1,1,1
1000,20,68,1,1,1
1000,20,69,1,1,1
1000,20,61,1,1,1
1000,20,79,1,1,1
1000,20,53,1,1,1
1000,20,53,1,1,1
1000,20,90,1,1,1
1000,20,55,1,1,1
1000,20,91,1,1,1
1000,20,64,1,1,1
1000,20,86,1,1,1
1000,20,85,1,1,1
1000,20,71,1,1,1
1000,20,69,1,1,1
1000,20,91,1,1,1
1000,20,55,1,1,1
1000,20,72,1,1,1
1000,20,83,1,1,1
1000,20,78,1,1,1
1000,20,96,1,1,1
1000,20,86,1,1,1
1000,20,60,1,1,1
1000,20,62,1,1,1
1000,20,50,1,1,1
1000,20,74,1,1,1
1000,20,49,1,1,1
1000,20,64,1,1,1
1000,20,72,1,1,1
1000,20,76,1,1,1
1000,20,52,1,1,1
1000,20,66,1,1,1
1000,20,57,1,1,1
1000,20,81,1,1,1
1000,20,63,1,1,1
1000,20,69,1,1,1
1000,20,67,1,1,1
1000,20,68,1,1,1
1000,20,58,1,1,1
1000,20,65,1,1,1
1000,20,90,1,1,1
1000,20,61,1,1,1
1000,20,57,1,1,1
1000,20,76,1,1,1
